category,goods_name,jpPrice,jporgPrice,referencePrice
美容護膚,馬油足膜 (腳尺寸適用至27cm),854JPY,854JPY,(約43.72CNY)
美容護膚,花王 Primavista 零油光妝前修飾乳 晉級版,"4,200JPY","4,200JPY",(約215.04CNY)
美容護膚,肌美精 超滲透3D面膜 抗皺保濕 1片,218JPY,218JPY,(約11.16CNY)
美容護膚,Cocochi 精華面膜 (金色款),"2,200JPY","2,200JPY",(約112.64CNY)
美容護膚,肌美精 滋潤浸透面膜 緊緻 4片,775JPY,775JPY,(約39.68CNY)
美容護膚,Queen's Premium 女王寶石面膜 緊緻毛孔 (5片裝),798JPY,798JPY,(約40.86CNY)
美容護膚,Curel 潤浸保濕深層卸妝凝露,"1,200JPY","1,200JPY",(約61.44CNY)
美容護膚,Pure Smile Choosy 保濕唇膜 蜜桃,128JPY,128JPY,(約6.55CNY)
美容護膚,atrix Beauty charge 護手霜 蜂蜜 & 柚子香,768JPY,768JPY,(約39.32CNY)
美容護膚,Curel 潤浸保濕洗顏慕絲 替換裝 130ml,"1,300JPY","1,300JPY",(約66.56CNY)
美容護膚,SANA豆乳美肌本舖 保濕潔面乳 150g,780JPY,780JPY,(約39.94CNY)
美容護膚,CLEAR TURN 奢華版 金緻保濕面膜 膠原蛋白 4次份,830JPY,830JPY,(約42.5CNY)
美容護膚,CreerBeaute 凡尔赛玫瑰 金润透亮弹力保湿面膜（1片装）10片超值优惠套装,"3,980JPY","3,980JPY",(約203.78CNY)
美容護膚,SK-Ⅱ 青春敷面膜(10片),"9,900JPY","14,500JPY",(約506.88CNY)
美容護膚,LITS 植物幹細胞精華面膜,"1,300JPY","1,600JPY",(約66.56CNY)
美容護膚,【数量限定，超值套装】Kracie肌美精日本进口胶原滋养淡化细纹补水保湿粉色超浸透3D立体面膜 4片/盒 3盒套装,"1,500JPY","1,500JPY",(約76.8CNY)
美容護膚,Pure Smile Choosy 保濕唇膜 草本,128JPY,128JPY,(約6.55CNY)
美容護膚,毛穴撫子 男性用面膜 10片,880JPY,880JPY,(約45.06CNY)
美容護膚,花王 Biore UV Kids 孩童用清爽防曬乳,"1,080JPY","1,080JPY",(約55.3CNY)
美容護膚,洗顔專科 膠原彈潤洗顏泡泡,698JPY,698JPY,(約35.74CNY)
美容護膚,KOSÉ CLEAR TURN 眼膜 22次份,"1,080JPY","1,080JPY",(約55.3CNY)
美容護膚,Nursery W 卸妝凝露 天然柚子,"2,180JPY","2,180JPY",(約111.62CNY)
美容護膚,HABA　角鯊烷　無添加 化妝油,"3,280JPY","3,280JPY",(約167.94CNY)
美容護膚,Pigeon 貝親 嬰兒牛奶乳液 120ml,660JPY,660JPY,(約33.79CNY)
美容護膚,SK-Ⅱ 青春敷面膜(1片),990JPY,"1,500JPY",(約50.69CNY)
美容護膚,AQUA LABEL 水之印 五合一膠原彈力抗皺乳霜(升級版),"2,180JPY","2,180JPY",(約111.62CNY)
美容護膚,Silcot 高級化妝棉 柔軟細緻 100%天然棉,290JPY,375JPY,(約14.85CNY)
美容護膚,HABA G-LOTION 純海潤澤柔膚露 180ml,"3,500JPY","3,500JPY",(約179.2CNY)
美容護膚,Cocochi 精華面膜 (藍色款),"2,200JPY","2,200JPY",(約112.64CNY)
美容護膚,Bifesta 即淨卸妝棉 水嫩即淨款N,460JPY,798JPY,(約23.55CNY)
美容護膚,Pure Smile 日本江戶面膜 4片BOX組,"1,100JPY","1,100JPY",(約56.32CNY)
美容護膚,UNO 完效男人抗UV醒膚凍 (醫藥部外品),"1,300JPY","1,300JPY",(約66.56CNY)
美容護膚,資生堂 UNO 新 淨洗顏 130g,438JPY,438JPY,(約22.43CNY)
美容護膚,Fueki福而可日本进口小黄鸭补水护手霜 40g,498JPY,498JPY,(約25.5CNY)
美容護膚,REVITAL 莉薇特麗 美頸緊實精華,"5,501JPY","6,800JPY",(約281.65CNY)
美容護膚,CLEAR TURN WHITE 玻尿酸保濕面膜 1片,138JPY,138JPY,(約7.07CNY)
美容護膚,LITS 白色 植物幹細胞美白面膜,"1,300JPY","1,700JPY",(約66.56CNY)
美容護膚,Barrier Repair 膠原蛋白面膜 22ml x 5片,450JPY,880JPY,(約23.04CNY)
美容護膚,凡爾賽玫瑰 奧斯卡 密著面膜 7片,"1,000JPY","1,000JPY",(約51.2CNY)
美容護膚,Bifesta 毛孔即淨卸妝棉 亮白潔淨 46片,680JPY,680JPY,(約34.82CNY)
